Team,Date,TD,Day,G#,Week,,Opp,Result,TD,XPA,XPM,Att,Md,Sfty,Season,game_id
PHI,2017-10-01,3,Sun,4,4,@,LAC,W 26-24,3,3,3,1,1,0,2017,2017_04_PHI_LAC
NYG,2017-10-01,3,Sun,4,4,@,TAM,L 23-25,3,2,1,4,2,0,2017,2017_04_NYG_TAM
DET,2017-09-24,3,Sun,3,3,,ATL,L 26-30,3,3,3,3,3,0,2017,2017_03_DET_ATL
PIT,2017-09-24,3,Sun,3,3,@,CHI,L 17-23 (OT),3,2,2,2,1,0,2017,2017_03_PIT_CHI
GNB,2017-09-24,3,Sun,3,3,,CIN,W 27-24 (OT),3,3,3,2,1,0,2017,2017_03_GNB_CIN
CIN,2017-09-24,3,Sun,3,3,@,GNB,L 24-27 (OT),3,3,3,2,2,0,2017,2017_03_CIN_GNB
NWE,2017-09-24,3,Sun,3,3,,HOU,W 36-33,3,3,3,4,4,0,2017,2017_03_NWE_HOU
LAC,2017-09-24,3,Sun,3,3,,KAN,L 10-24,3,3,3,1,1,0,2017,2017_03_LAC_KAN
PHI,2017-09-24,3,Sun,3,3,,NYG,W 27-24,3,3,3,1,1,0,2017,2017_03_PHI_NYG
SEA,2017-09-24,3,Sun,3,3,@,TEN,L 27-33,3,3,3,4,4,0,2017,2017_03_SEA_TEN
NYG,2017-09-24,3,Sun,3,3,@,PHI,L 24-27,3,3,3,3,2,0,2017,2017_03_NYG_PHI
OAK,2017-09-24,3,Sun,3,3,@,WAS,L 10-27,3,3,3,3,2,0,2017,2017_03_OAK_WAS
NYG,2017-09-18,3,Mon,2,2,,DET,L 10-24,3,3,3,1,1,0,2017,2017_02_NYG_DET
ATL,2017-09-17,3,Sun,2,2,,GNB,W 34-23,3,2,2,1,1,0,2017,2017_02_ATL_GNB
PHI,2017-09-17,3,Sun,2,2,@,KAN,L 20-27,3,3,3,2,2,0,2017,2017_02_PHI_KAN
CLE,2017-09-17,3,Sun,2,2,@,BAL,L 10-24,3,3,3,2,1,0,2017,2017_02_CLE_BAL
CHI,2017-09-17,3,Sun,2,2,@,TAM,L 7-29,3,3,2,3,3,0,2017,2017_02_CHI_TAM
LAR,2017-09-17,3,Sun,2,2,,WAS,L 20-27,3,3,3,3,2,0,2017,2017_02_LAR_WAS
LAC,2017-09-11,3,Mon,1,1,@,DEN,L 21-24,3,3,3,2,1,0,2017,2017_01_LAC_DEN
NOR,2017-09-11,3,Mon,1,1,@,MIN,L 19-29,3,3,2,3,3,0,2017,2017_01_NOR_MIN
DEN,2017-09-11,3,Mon,1,1,,LAC,W 24-21,3,3,3,1,0,0,2017,2017_01_DEN_LAC
NYJ,2017-09-10,3,Sun,1,1,@,BUF,L 12-21,3,3,3,1,0,0,2017,2017_01_NYJ_BUF
DET,2017-09-10,3,Sun,1,1,,ARI,W 35-23,3,2,2,2,1,0,2017,2017_01_DET_ARI
HOU,2017-09-10,3,Sun,1,1,,JAX,L 7-29,3,3,2,4,3,0,2017,2017_01_HOU_JAX
WAS,2017-09-10,3,Sun,1,1,,PHI,L 17-30,3,2,1,3,3,0,2017,2017_01_WAS_PHI
CLE,2017-09-10,3,Sun,1,1,,PIT,L 18-21,3,3,3,0,0,0,2017,2017_01_CLE_PIT
KAN,2017-09-07,3,Thu,1,1,@,NWE,W 42-27,3,3,3,2,2,0,2017,2017_01_KAN_NWE
MIN,2023-01-08,2,Sun,17,18,@,CHI,W 29-13,2,1,1,0,0,0,2022,2022_18_MIN_CHI
PIT,2023-01-08,2,Sun,17,18,,CLE,W 28-14,2,2,2,0,0,0,2022,2022_18_PIT_CLE
SFO,2023-01-08,2,Sun,17,18,,ARI,W 38-13,2,2,1,0,0,0,2022,2022_18_SFO_ARI
GNB,2023-01-08,2,Sun,17,18,,DET,L 16-20,2,2,2,3,2,0,2022,2022_18_GNB_DET
PHI,2023-01-08,2,Sun,17,18,,NYG,W 22-16,2,1,1,1,1,0,2022,2022_18_PHI_NYG
ATL,2023-01-08,2,Sun,17,18,,TAM,W 30-17,2,2,2,1,1,0,2022,2022_18_ATL_TAM
TEN,2023-01-07,2,Sat,17,18,@,JAX,L 16-20,2,2,2,2,2,0,2022,2022_18_TEN_JAX
ARI,2023-01-01,2,Sun,16,17,@,ATL,L 19-20,2,2,2,2,2,0,2022,2022_17_ARI_ATL
GNB,2023-01-01,2,Sun,16,17,,MIN,W 41-17,2,2,2,3,1,0,2022,2022_17_GNB_MIN
PHI,2023-01-01,2,Sun,16,17,,NOR,L 10-20,2,2,2,2,2,0,2022,2022_17_PHI_NOR
NYJ,2023-01-01,2,Sun,16,17,@,SEA,L 6-23,2,2,2,4,3,0,2022,2022_17_NYJ_SEA
IND,2022-12-26,2,Mon,15,16,,LAC,L 3-20,2,2,2,2,2,0,2022,2022_16_IND_LAC
MIA,2022-12-25,2,Sun,15,16,,GNB,L 20-26,2,2,2,4,4,0,2022,2022_16_MIA_GNB
GNB,2022-12-25,2,Sun,15,16,@,MIA,W 26-20,2,2,2,3,2,0,2022,2022_16_GNB_MIA
TEN,2022-12-24,2,Sat,15,16,,HOU,L 14-19,2,1,1,2,2,0,2022,2022_16_TEN_HOU
CLE,2022-12-24,2,Sat,15,16,,NOR,L 10-17,2,2,2,1,1,0,2022,2022_16_CLE_NOR
MIN,2022-12-24,2,Sat,15,16,,NYG,W 27-24,2,1,1,3,3,0,2022,2022_16_MIN_NYG
HOU,2022-12-24,2,Sat,15,16,@,TEN,W 19-14,2,2,2,0,0,0,2022,2022_16_HOU_TEN
NOR,2022-12-18,2,Sun,14,15,,ATL,W 21-18,2,1,1,1,1,0,2022,2022_15_NOR_ATL
NYJ,2022-12-18,2,Sun,14,15,,DET,L 17-20,2,2,2,3,2,0,2022,2022_15_NYJ_DET
LVR,2022-12-18,2,Sun,14,15,,NWE,W 30-24,2,1,1,3,3,0,2022,2022_15_LVR_NWE
WAS,2022-12-18,2,Sun,14,15,,NYG,L 12-20,2,2,2,2,2,0,2022,2022_15_WAS_NYG
DET,2022-12-18,2,Sun,14,15,@,NYJ,W 20-17,2,2,2,2,1,0,2022,2022_15_DET_NYJ
LAC,2022-12-18,2,Sun,14,15,,TEN,W 17-14,2,2,2,1,0,0,2022,2022_15_LAC_TEN
TEN,2022-12-18,2,Sun,14,15,@,LAC,L 14-17,2,2,2,1,1,0,2022,2022_15_TEN_LAC
MIN,2022-12-17,2,Sat,14,15,,IND,W 39-36 (OT),2,3,3,5,5,0,2022,2022_15_MIN_IND
NYJ,2022-12-11,2,Sun,13,14,@,BUF,L 12-20,2,2,2,2,2,0,2022,2022_14_NYJ_BUF
DAL,2022-12-11,2,Sun,13,14,,HOU,W 27-23,2,2,2,3,3,0,2022,2022_14_DAL_HOU
LAC,2022-12-11,2,Sun,13,14,,MIA,W 23-17,2,2,2,1,1,0,2022,2022_14_LAC_MIA
BAL,2022-12-11,2,Sun,13,14,@,PIT,W 16-14,2,2,2,1,0,0,2022,2022_14_BAL_PIT
MIA,2022-12-11,2,Sun,13,14,@,LAC,L 17-23,2,2,2,3,3,0,2022,2022_14_MIA_LAC
LVR,2022-12-08,2,Thu,13,14,@,LAR,L 16-17,2,2,2,2,1,0,2022,2022_14_LVR_LAR
NOR,2022-12-05,2,Mon,13,13,@,TAM,L 16-17,2,2,2,1,1,0,2022,2022_13_NOR_TAM
GNB,2022-12-04,2,Sun,13,13,@,CHI,W 28-19,2,2,1,3,2,0,2022,2022_13_GNB_CHI
DAL,2022-12-04,2,Sun,12,13,,IND,W 54-19,2,1,1,2,2,0,2022,2022_13_DAL_IND
SFO,2022-12-04,2,Sun,12,13,,MIA,W 33-17,2,2,2,1,1,0,2022,2022_13_SFO_MIA
WAS,2022-12-04,2,Sun,13,13,@,NYG,T 20-20 (OT),2,2,2,3,2,0,2022,2022_13_WAS_NYG
SEA,2022-12-04,2,Sun,12,13,@,LAR,W 27-23,2,2,2,3,3,0,2022,2022_13_SEA_LAR
LVR,2022-12-04,2,Sun,12,13,,LAC,W 27-20,2,2,2,3,2,0,2022,2022_13_LVR_LAC
NYG,2022-12-04,2,Sun,12,13,,WAS,T 20-20 (OT),2,2,2,3,2,0,2022,2022_13_NYG_WAS
PIT,2022-11-28,2,Mon,11,12,@,IND,W 24-17,2,2,2,2,1,0,2022,2022_12_PIT_IND
IND,2022-11-28,2,Mon,12,12,,PIT,L 17-24,2,1,1,3,3,0,2022,2022_12_IND_PIT
DEN,2022-11-27,2,Sun,11,12,@,CAR,L 10-23,2,2,2,3,3,0,2022,2022_12_DEN_CAR
TEN,2022-11-27,2,Sun,11,12,,CIN,L 16-20,2,2,2,2,2,0,2022,2022_12_TEN_CIN
MIA,2022-11-27,2,Sun,11,12,,HOU,W 30-15,2,0,0,1,1,0,2022,2022_12_MIA_HOU
LAR,2022-11-27,2,Sun,11,12,@,KAN,L 10-26,2,2,2,4,4,0,2022,2022_12_LAR_KAN
JAX,2022-11-27,2,Sun,11,12,,BAL,W 28-27,2,1,1,5,4,0,2022,2022_12_JAX_BAL
CLE,2022-11-27,2,Sun,11,12,,TAM,W 23-17 (OT),2,2,2,1,1,0,2022,2022_12_CLE_TAM
ATL,2022-11-27,2,Sun,12,12,@,WAS,L 13-19,2,2,1,2,2,0,2022,2022_12_ATL_WAS
MIN,2022-11-24,2,Thu,11,12,,NWE,W 33-26,2,2,2,4,4,0,2022,2022_12_MIN_NWE
DAL,2022-11-24,2,Thu,11,12,,NYG,W 28-20,2,2,2,2,2,0,2022,2022_12_DAL_NYG
CLE,2022-11-20,2,Sun,10,11,@,BUF,L 23-31,2,1,1,6,6,0,2022,2022_11_CLE_BUF
IND,2022-11-20,2,Sun,11,11,,PHI,L 16-17,2,2,2,1,1,0,2022,2022_11_IND_PHI
DEN,2022-11-20,2,Sun,10,11,,LVR,L 16-22 (OT),2,1,1,4,3,0,2022,2022_11_DEN_LVR
NOR,2022-11-20,2,Sun,11,11,,LAR,W 27-20,2,2,2,2,2,0,2022,2022_11_NOR_LAR
HOU,2022-11-20,2,Sun,10,11,,WAS,L 10-23,2,2,2,3,3,0,2022,2022_11_HOU_WAS
TEN,2022-11-17,2,Thu,10,11,@,GNB,W 27-17,2,1,0,1,1,0,2022,2022_11_TEN_GNB
MIA,2022-11-13,2,Sun,10,10,,CLE,W 39-17,2,2,2,1,1,0,2022,2022_10_MIA_CLE
KAN,2022-11-13,2,Sun,9,10,,JAX,W 27-17,2,2,2,3,1,0,2022,2022_10_KAN_JAX
DEN,2022-11-13,2,Sun,9,10,@,TEN,L 10-17,2,2,2,1,1,0,2022,2022_10_DEN_TEN
NOR,2022-11-13,2,Sun,10,10,@,PIT,L 10-20,2,2,2,4,2,0,2022,2022_10_NOR_PIT
ARI,2022-11-13,2,Sun,10,10,@,LAR,W 27-17,2,2,2,1,1,0,2022,2022_10_ARI_LAR
TAM,2022-11-13,2,Sun,10,10,,SEA,W 21-16,2,1,1,1,1,0,2022,2022_10_TAM_SEA
LAC,2022-11-13,2,Sun,9,10,@,SFO,L 16-22,2,2,1,3,3,0,2022,2022_10_LAC_SFO
CAR,2022-11-10,2,Thu,10,10,,ATL,W 25-15,2,2,0,1,1,0,2022,2022_10_CAR_ATL
ATL,2022-11-10,2,Thu,10,10,@,CAR,L 15-25,2,2,1,4,4,0,2022,2022_10_ATL_CAR
LAC,2022-11-06,2,Sun,8,9,@,ATL,W 20-17,2,2,2,2,1,0,2022,2022_09_LAC_ATL
NYJ,2022-11-06,2,Sun,9,9,,BUF,W 20-17,2,2,2,2,1,0,2022,2022_09_NYJ_BUF
GNB,2022-11-06,2,Sun,9,9,@,DET,L 9-15,2,1,1,0,0,0,2022,2022_09_GNB_DET
TEN,2022-11-06,2,Sun,8,9,@,KAN,L 17-20 (OT),2,1,0,3,2,0,2022,2022_09_TEN_KAN
WAS,2022-11-06,2,Sun,9,9,,MIN,L 17-20,2,2,2,2,2,0,2022,2022_09_WAS_MIN
IND,2022-11-06,2,Sun,9,9,@,NWE,L 3-26,2,2,2,4,4,0,2022,2022_09_IND_NWE
BUF,2022-11-06,2,Sun,8,9,@,NYJ,L 17-20,2,2,2,2,2,0,2022,2022_09_BUF_NYJ
KAN,2022-11-06,2,Sun,8,9,,TEN,W 20-17 (OT),2,2,2,1,1,0,2022,2022_09_KAN_TEN
JAX,2022-11-06,2,Sun,9,9,,LVR,W 27-20,2,2,2,2,2,0,2022,2022_09_JAX_LVR
ATL,2022-11-06,2,Sun,9,9,,LAC,L 17-20,2,2,2,2,2,0,2022,2022_09_ATL_LAC
MIN,2022-11-06,2,Sun,8,9,@,WAS,W 20-17,2,2,2,1,1,0,2022,2022_09_MIN_WAS
PHI,2022-11-03,2,Thu,8,9,@,HOU,W 29-17,2,2,2,1,1,0,2022,2022_09_PHI_HOU
CLE,2022-10-31,2,Mon,8,8,,CIN,W 32-13,2,2,1,1,0,0,2022,2022_08_CLE_CIN
BUF,2022-10-30,2,Sun,7,8,,GNB,W 27-17,2,2,2,2,1,0,2022,2022_08_BUF_GNB
DEN,2022-10-30,2,Sun,8,8,@,JAX,W 21-17,2,2,2,1,1,0,2022,2022_08_DEN_JAX
NWE,2022-10-30,2,Sun,8,8,@,NYJ,W 22-17,2,2,2,2,1,0,2022,2022_08_NWE_NYJ
HOU,2022-10-30,2,Sun,7,8,,TEN,L 10-17,2,2,2,2,1,0,2022,2022_08_HOU_TEN
SFO,2022-10-30,2,Sun,8,8,@,LAR,W 31-14,2,2,2,0,0,0,2022,2022_08_SFO_LAR
IND,2022-10-30,2,Sun,8,8,,WAS,L 16-17,2,2,2,1,1,0,2022,2022_08_IND_WAS
BAL,2022-10-27,2,Thu,8,8,@,TAM,W 27-22,2,1,1,3,3,0,2022,2022_08_BAL_TAM
CHI,2022-10-24,2,Mon,7,7,@,NWE,W 33-14,2,2,2,0,0,0,2022,2022_07_CHI_NWE
CIN,2022-10-23,2,Sun,7,7,,ATL,W 35-17,2,2,2,1,1,0,2022,2022_07_CIN_ATL
BAL,2022-10-23,2,Sun,7,7,,CLE,W 23-20,2,2,2,3,2,0,2022,2022_07_BAL_CLE
LVR,2022-10-23,2,Sun,6,7,,HOU,W 38-20,2,2,2,3,2,0,2022,2022_07_LVR_HOU
NYG,2022-10-23,2,Sun,7,7,@,JAX,W 23-17,2,1,0,1,1,0,2022,2022_07_NYG_JAX
JAX,2022-10-23,2,Sun,7,7,,NYG,L 17-23,2,2,2,3,3,0,2022,2022_07_JAX_NYG
CLE,2022-10-23,2,Sun,7,7,@,BAL,L 20-23,2,2,2,3,3,0,2022,2022_07_CLE_BAL
KAN,2022-10-23,2,Sun,7,7,@,SFO,W 44-23,2,2,2,3,3,0,2022,2022_07_KAN_SFO
GNB,2022-10-23,2,Sun,7,7,@,WAS,L 21-23,2,2,2,4,3,0,2022,2022_07_GNB_WAS
PHI,2022-10-16,2,Sun,6,6,,DAL,W 26-17,2,2,2,2,1,0,2022,2022_06_PHI_DAL
BUF,2022-10-16,2,Sun,6,6,@,KAN,W 24-20,2,2,2,3,2,0,2022,2022_06_BUF_KAN
MIN,2022-10-16,2,Sun,6,6,@,MIA,W 24-16,2,1,1,2,1,0,2022,2022_06_MIN_MIA
CIN,2022-10-16,2,Sun,6,6,@,NOR,W 30-26,2,2,2,4,4,0,2022,2022_06_CIN_NOR
GNB,2022-10-16,2,Sun,6,6,,NYJ,L 10-27,2,3,3,3,2,0,2022,2022_06_GNB_NYJ
TAM,2022-10-16,2,Sun,6,6,@,PIT,L 18-20,2,2,2,2,2,0,2022,2022_06_TAM_PIT
NYG,2022-10-16,2,Sun,6,6,,BAL,W 24-20,2,2,2,3,2,0,2022,2022_06_NYG_BAL
ATL,2022-10-16,2,Sun,6,6,,SFO,W 28-14,2,2,2,0,0,0,2022,2022_06_ATL_SFO
TAM,2022-10-09,2,Sun,5,5,,ATL,W 21-15,2,1,1,1,0,0,2022,2022_05_TAM_ATL
MIN,2022-10-09,2,Sun,5,5,,CHI,W 29-22,2,1,1,3,3,0,2022,2022_05_MIN_CHI
BAL,2022-10-09,2,Sun,5,5,,CIN,W 19-17,2,2,2,1,1,0,2022,2022_05_BAL_CIN
PHI,2022-10-09,2,Sun,5,5,@,ARI,W 20-17,2,2,2,2,1,0,2022,2022_05_PHI_ARI
LAR,2022-10-09,2,Sun,5,5,,DAL,L 10-22,2,1,1,3,3,0,2022,2022_05_LAR_DAL
NYG,2022-10-09,2,Sun,5,5,@,GNB,W 27-22,2,2,2,2,2,1,2022,2022_05_NYG_GNB
NYJ,2022-10-09,2,Sun,5,5,,MIA,W 40-17,2,2,2,2,1,0,2022,2022_05_NYJ_MIA
DET,2022-10-09,2,Sun,5,5,@,NWE,L 0-29,2,2,2,5,5,0,2022,2022_05_DET_NWE
ARI,2022-10-09,2,Sun,5,5,,PHI,L 17-20,2,2,2,2,2,0,2022,2022_05_ARI_PHI
ATL,2022-10-09,2,Sun,5,5,@,TAM,L 15-21,2,1,1,2,2,0,2022,2022_05_ATL_TAM
TEN,2022-10-09,2,Sun,5,5,@,WAS,W 21-17,2,2,2,1,1,0,2022,2022_05_TEN_WAS
CLE,2022-10-02,2,Sun,4,4,@,ATL,L 20-23,2,2,2,3,3,0,2022,2022_04_CLE_ATL
BAL,2022-10-02,2,Sun,4,4,,BUF,L 20-23,2,2,2,3,3,0,2022,2022_04_BAL_BUF
ARI,2022-10-02,2,Sun,4,4,@,CAR,W 26-16,2,1,1,1,1,0,2022,2022_04_ARI_CAR
ATL,2022-10-02,2,Sun,4,4,,CLE,W 23-20,2,2,2,2,2,0,2022,2022_04_ATL_CLE
TEN,2022-10-02,2,Sun,4,4,@,IND,W 24-17,2,2,2,2,1,0,2022,2022_04_TEN_IND
WAS,2022-10-02,2,Sun,4,4,@,DAL,L 10-25,2,2,1,4,4,0,2022,2022_04_WAS_DAL
NOR,2022-10-02,2,Sun,4,4,,MIN,L 25-28,2,2,1,5,5,0,2022,2022_04_NOR_MIN
CHI,2022-10-02,2,Sun,4,4,@,NYG,L 12-20,2,2,2,3,2,0,2022,2022_04_CHI_NYG
NYJ,2022-10-02,2,Sun,4,4,@,PIT,W 24-20,2,2,2,2,2,0,2022,2022_04_NYJ_PIT
BUF,2022-10-02,2,Sun,4,4,@,BAL,W 23-20,2,2,2,2,2,0,2022,2022_04_BUF_BAL
NYG,2022-09-26,2,Mon,3,3,,DAL,L 16-23,2,2,2,4,3,0,2022,2022_03_NYG_DAL
MIA,2022-09-25,2,Sun,3,3,,BUF,W 21-19,2,2,2,2,1,1,2022,2022_03_MIA_BUF
NOR,2022-09-25,2,Sun,3,3,@,CAR,L 14-22,2,1,1,3,3,0,2022,2022_03_NOR_CAR
HOU,2022-09-25,2,Sun,3,3,@,CHI,L 20-23,2,2,2,3,3,0,2022,2022_03_HOU_CHI
KAN,2022-09-25,2,Sun,3,3,@,IND,L 17-20,2,2,2,2,2,0,2022,2022_03_KAN_IND
TAM,2022-09-25,2,Sun,3,3,,GNB,L 12-14,2,2,2,0,0,0,2022,2022_03_TAM_GNB
CHI,2022-09-25,2,Sun,3,3,,HOU,W 23-20,2,2,2,2,2,0,2022,2022_03_CHI_HOU
IND,2022-09-25,2,Sun,3,3,,KAN,W 20-17,2,1,0,2,1,0,2022,2022_03_IND_KAN
CAR,2022-09-25,2,Sun,3,3,,NOR,W 22-14,2,2,2,2,0,0,2022,2022_03_CAR_NOR
TEN,2022-09-25,2,Sun,3,3,,LVR,W 24-22,2,1,1,3,3,0,2022,2022_03_TEN_LVR
ARI,2022-09-25,2,Sun,3,3,,LAR,L 12-20,2,2,2,2,2,0,2022,2022_03_ARI_LAR
ATL,2022-09-25,2,Sun,3,3,@,SEA,W 27-23,2,2,2,3,3,0,2022,2022_03_ATL_SEA
CLE,2022-09-22,2,Thu,3,3,,PIT,W 29-17,2,2,2,2,1,0,2022,2022_03_CLE_PIT
LAR,2022-09-18,2,Sun,2,2,,ATL,W 31-27,2,2,2,2,1,1,2022,2022_02_LAR_ATL
CIN,2022-09-18,2,Sun,2,2,@,DAL,L 17-20,2,2,2,2,2,0,2022,2022_02_CIN_DAL
PIT,2022-09-18,2,Sun,2,2,,NWE,L 14-17,2,2,2,2,1,0,2022,2022_02_PIT_NWE
ARI,2022-09-18,2,Sun,2,2,@,LVR,W 29-23 (OT),2,2,2,3,3,0,2022,2022_02_ARI_LVR
NOR,2022-09-18,2,Sun,2,2,,TAM,L 10-20,2,2,2,2,2,0,2022,2022_02_NOR_TAM
DEN,2022-09-12,2,Mon,1,1,@,SEA,L 16-17,2,2,2,1,1,0,2022,2022_01_DEN_SEA
NOR,2022-09-11,2,Sun,1,1,@,ATL,W 27-26,2,2,2,5,4,0,2022,2022_01_NOR_ATL
PIT,2022-09-11,2,Sun,1,1,@,CIN,W 23-20 (OT),2,1,0,3,2,0,2022,2022_01_PIT_CIN
CAR,2022-09-11,2,Sun,1,1,,CLE,L 24-26,2,2,2,4,4,0,2022,2022_01_CAR_CLE
HOU,2022-09-11,2,Sun,1,1,,IND,T 20-20 (OT),2,2,2,3,2,0,2022,2022_01_HOU_IND
IND,2022-09-11,2,Sun,1,1,@,HOU,T 20-20 (OT),2,2,2,2,2,0,2022,2022_01_IND_HOU
WAS,2022-09-11,2,Sun,1,1,,JAX,W 28-22,2,1,1,4,3,0,2022,2022_01_WAS_JAX
NWE,2022-09-11,2,Sun,1,1,@,MIA,L 7-20,2,2,2,2,2,0,2022,2022_01_NWE_MIA
GNB,2022-09-11,2,Sun,1,1,@,MIN,L 7-23,2,2,2,3,3,0,2022,2022_01_GNB_MIN
NYG,2022-09-11,2,Sun,1,1,@,TEN,W 21-20,2,2,2,3,2,0,2022,2022_01_NYG_TEN
CIN,2022-09-11,2,Sun,1,1,,PIT,L 20-23 (OT),2,2,2,4,3,0,2022,2022_01_CIN_PIT
LAC,2022-09-11,2,Sun,1,1,,LVR,W 24-19,2,1,1,2,2,0,2022,2022_01_LAC_LVR
NOR,2022-01-09,2,Sun,17,18,@,ATL,W 30-20,2,2,2,2,2,0,2021,2021_18_NOR_ATL
TAM,2022-01-09,2,Sun,17,18,,CAR,W 41-17,2,2,2,1,1,0,2021,2021_18_TAM_CAR
CLE,2022-01-09,2,Sun,17,18,,CIN,W 21-16,2,1,1,1,1,0,2021,2021_18_CLE_CIN
IND,2022-01-09,2,Sun,17,18,@,JAX,L 11-26,2,2,2,4,4,0,2021,2021_18_IND_JAX
NYG,2022-01-09,2,Sun,17,18,,WAS,L 7-22,2,1,1,3,3,0,2021,2021_18_NYG_WAS
PIT,2022-01-03,2,Mon,16,17,,CLE,W 26-14,2,2,2,0,0,0,2021,2021_17_PIT_CLE
CLE,2022-01-03,2,Mon,16,17,@,PIT,L 14-26,2,2,2,4,4,0,2021,2021_17_CLE_PIT
LVR,2022-01-02,2,Sun,16,17,@,IND,W 23-20,2,2,2,2,2,0,2021,2021_17_LVR_IND
DAL,2022-01-02,2,Sun,16,17,,ARI,L 22-25,2,1,1,4,4,0,2021,2021_17_DAL_ARI
WAS,2022-01-02,2,Sun,16,17,,PHI,L 16-20,2,2,2,2,2,0,2021,2021_17_WAS_PHI
IND,2022-01-02,2,Sun,16,17,,LVR,L 20-23,2,2,2,3,3,0,2021,2021_17_IND_LVR
HOU,2022-01-02,2,Sun,16,17,@,SFO,L 7-23,2,2,2,3,3,0,2021,2021_17_HOU_SFO
NOR,2021-12-27,2,Mon,15,16,,MIA,L 3-20,2,2,2,3,2,0,2021,2021_16_NOR_MIA
DET,2021-12-26,2,Sun,15,16,@,ATL,L 16-20,2,2,2,2,2,0,2021,2021_16_DET_ATL
NYJ,2021-12-26,2,Sun,15,16,,JAX,W 26-21,2,0,0,3,3,0,2021,2021_16_NYJ_JAX
LAR,2021-12-26,2,Sun,15,16,@,MIN,W 30-23,2,2,2,3,3,0,2021,2021_16_LAR_MIN
DEN,2021-12-26,2,Sun,15,16,@,LVR,L 13-17,2,2,2,1,1,0,2021,2021_16_DEN_LVR
DAL,2021-12-26,2,Sun,15,16,,WAS,W 56-14,2,2,2,0,0,0,2021,2021_16_DAL_WAS
ARI,2021-12-25,2,Sat,15,16,,IND,L 16-22,2,2,2,3,2,1,2021,2021_16_ARI_IND
IND,2021-12-25,2,Sat,15,16,@,ARI,W 22-16,2,2,1,3,1,0,2021,2021_16_IND_ARI
SFO,2021-12-23,2,Thu,15,16,@,TEN,L 17-20,2,2,2,2,2,0,2021,2021_16_SFO_TEN
TEN,2021-12-23,2,Thu,15,16,,SFO,W 20-17,2,2,2,1,1,0,2021,2021_16_TEN_SFO
SEA,2021-12-21,2,Tue,14,15,@,LAR,L 10-20,2,2,2,2,2,0,2021,2021_15_SEA_LAR
PHI,2021-12-21,2,Tue,14,15,,WAS,W 27-17,2,2,2,1,1,0,2021,2021_15_PHI_WAS
LVR,2021-12-20,2,Mon,14,15,@,CLE,W 16-14,2,2,2,1,0,0,2021,2021_15_LVR_CLE
CHI,2021-12-20,2,Mon,14,15,,MIN,L 9-17,2,2,2,1,1,0,2021,2021_15_CHI_MIN
BUF,2021-12-19,2,Sun,14,15,,CAR,W 31-14,2,0,0,0,0,0,2021,2021_15_BUF_CAR
NYG,2021-12-19,2,Sun,14,15,,DAL,L 6-21,2,2,0,3,3,0,2021,2021_15_NYG_DAL
NWE,2021-12-18,2,Sat,14,15,@,IND,L 17-27,2,3,3,3,2,0,2021,2021_15_NWE_IND
IND,2021-12-18,2,Sat,14,15,,NWE,W 27-17,2,2,2,1,1,0,2021,2021_15_IND_NWE
LAR,2021-12-13,2,Mon,13,14,@,ARI,W 30-23,2,2,2,3,3,0,2021,2021_14_LAR_ARI
SFO,2021-12-12,2,Sun,13,14,@,CIN,W 26-23 (OT),2,2,2,4,3,0,2021,2021_14_SFO_CIN
WAS,2021-12-12,2,Sun,13,14,,DAL,L 20-27,2,1,1,4,4,0,2021,2021_14_WAS_DAL
JAX,2021-12-12,2,Sun,13,14,@,TEN,L 0-20,2,2,2,3,2,0,2021,2021_14_JAX_TEN
CLE,2021-12-12,2,Sun,13,14,,BAL,W 24-22,2,1,1,3,3,0,2021,2021_14_CLE_BAL
TAM,2021-12-05,2,Sun,12,13,@,ATL,W 30-17,2,2,2,1,1,0,2021,2021_13_TAM_ATL
DEN,2021-12-05,2,Sun,12,13,@,KAN,L 9-22,2,2,1,3,3,0,2021,2021_13_DEN_KAN
NYG,2021-12-05,2,Sun,12,13,@,MIA,L 9-20,2,2,2,3,2,0,2021,2021_13_NYG_MIA
BAL,2021-12-05,2,Sun,12,13,@,PIT,L 19-20,2,1,0,2,2,0,2021,2021_13_BAL_PIT
PIT,2021-12-05,2,Sun,12,13,,BAL,W 20-19,2,1,1,2,2,0,2021,2021_13_PIT_BAL
LVR,2021-12-05,2,Sun,12,13,,WAS,L 15-17,2,2,2,1,1,0,2021,2021_13_LVR_WAS
DAL,2021-12-02,2,Thu,12,13,@,NOR,W 27-17,2,2,2,2,1,0,2021,2021_13_DAL_NOR
WAS,2021-11-29,2,Mon,11,12,,SEA,W 17-15,2,1,1,0,0,0,2021,2021_12_WAS_SEA
SEA,2021-11-29,2,Mon,11,12,@,WAS,L 15-17,2,1,0,1,1,0,2021,2021_12_SEA_WAS
NYJ,2021-11-28,2,Sun,11,12,@,HOU,W 21-14,2,2,2,1,0,0,2021,2021_12_NYJ_HOU
HOU,2021-11-28,2,Sun,11,12,,NYJ,L 14-21,2,1,1,3,2,0,2021,2021_12_HOU_NYJ
NWE,2021-11-28,2,Sun,12,12,,TEN,W 36-13,2,2,1,1,0,0,2021,2021_12_NWE_TEN
DEN,2021-11-28,2,Sun,11,12,,LAC,W 28-13,2,1,1,1,0,0,2021,2021_12_DEN_LAC
CHI,2021-11-25,2,Thu,11,12,@,DET,W 16-14,2,2,2,0,0,0,2021,2021_12_CHI_DET
