Team,Date,Tot,Day,G#,Week,,Opp,Result,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Season,game_id
MIA,2017-11-05,395,Sun,8,9,,OAK,L 24-27,395,61,6.48,58,6.53,1,29:04,3:05,2017,2017_09_MIA_OAK
NYG,2023-01-01,394,Sun,16,17,,IND,W 38-10,394,61,6.46,56,4.50,1,31:36,2:42,2022,2022_17_NYG_IND
BAL,2022-09-25,394,Sun,3,3,@,NWE,W 37-26,394,59,6.68,63,7.10,2,30:36,3:04,2022,2022_03_BAL_NWE
NYG,2022-09-11,394,Sun,1,1,@,TEN,W 21-20,394,58,6.79,60,5.98,2,28:54,3:00,2022,2022_01_NYG_TEN
NWE,2021-11-28,394,Sun,12,12,,TEN,W 36-13,394,58,6.79,62,5.73,0,28:58,2:57,2021,2021_12_NWE_TEN
PIT,2021-01-03,394,Sun,16,17,@,CLE,L 22-24,394,65,6.06,62,5.77,1,27:50,3:02,2020,2020_17_PIT_CLE
NOR,2020-11-01,394,Sun,7,8,@,CHI,W 26-23 (OT),394,72,5.47,69,4.77,0,35:15,3:34,2020,2020_08_NOR_CHI
DEN,2019-11-17,394,Sun,10,11,@,MIN,L 23-27,394,75,5.25,58,5.53,1,36:43,3:15,2019,2019_11_DEN_MIN
PIT,2019-10-28,394,Mon,7,8,,MIA,W 27-14,394,67,5.88,57,4.04,1,35:18,3:15,2019,2019_08_PIT_MIA
WAS,2017-11-12,394,Sun,9,10,,MIN,L 30-38,394,73,5.40,60,6.77,1,31:06,3:10,2017,2017_10_WAS_MIN
DET,2022-10-30,393,Sun,7,8,,MIA,L 27-31,393,57,6.89,64,7.44,0,25:38,2:50,2022,2022_08_DET_MIA
GNB,2021-11-14,393,Sun,10,10,,SEA,W 17-0,393,70,5.61,59,3.53,1,39:09,3:03,2021,2021_10_GNB_SEA
BAL,2021-10-24,393,Sun,7,7,,CIN,L 17-41,393,71,5.54,63,8.25,0,31:49,3:15,2021,2021_07_BAL_CIN
NWE,2021-09-12,393,Sun,1,1,,MIA,L 16-17,393,70,5.61,52,4.98,2,36:43,2:54,2021,2021_01_NWE_MIA
GNB,2020-11-29,393,Sun,11,12,,CHI,W 41-25,393,68,5.78,65,5.38,0,37:44,3:05,2020,2020_12_GNB_CHI
ARI,2019-12-29,393,Sun,16,17,@,LAR,L 24-31,393,61,6.44,79,5.37,5,23:02,3:19,2019,2019_17_ARI_LAR
CLE,2019-12-15,393,Sun,14,15,@,ARI,L 24-38,393,67,5.87,60,7.42,2,30:49,3:00,2019,2019_15_CLE_ARI
CAR,2018-12-09,393,Sun,13,14,@,CLE,L 20-26,393,69,5.70,45,7.73,1,33:50,3:10,2018,2018_14_CAR_CLE
BUF,2017-11-19,393,Sun,10,11,@,LAC,L 24-54,393,62,6.34,73,5.88,6,23:55,3:09,2017,2017_11_BUF_LAC
IND,2021-11-28,392,Sun,12,12,,TAM,L 31-38,392,67,5.85,63,5.70,5,30:01,3:19,2021,2021_12_IND_TAM
KAN,2021-10-10,392,Sun,5,5,,BUF,L 20-38,392,79,4.96,54,8.07,4,32:25,4:14,2021,2021_05_KAN_BUF
CLE,2020-12-20,392,Sun,14,15,@,NYG,W 20-6,392,63,6.22,54,5.33,0,34:03,2:47,2020,2020_15_CLE_NYG
NOR,2020-10-04,392,Sun,4,4,@,DET,W 35-29,392,69,5.68,56,5.02,1,36:46,3:06,2020,2020_04_NOR_DET
NYG,2018-12-23,392,Sun,15,16,@,IND,L 27-28,392,62,6.32,64,6.28,1,31:41,2:59,2018,2018_16_NYG_IND
TAM,2017-12-24,392,Sun,15,16,@,CAR,L 19-22,392,57,6.88,59,4.32,3,29:30,3:05,2017,2017_16_TAM_CAR
PIT,2017-10-29,392,Sun,8,8,@,DET,W 20-15,392,60,6.53,69,6.99,2,28:23,3:02,2017,2017_08_PIT_DET
HOU,2017-10-08,392,Sun,5,5,,KAN,L 34-42,392,57,6.88,73,6.16,1,21:43,3:24,2017,2017_05_HOU_KAN
DAL,2017-09-10,392,Sun,1,1,,NYG,W 19-3,392,71,5.52,53,4.40,0,34:14,2:48,2017,2017_01_DAL_NYG
CHI,2022-10-13,391,Thu,6,6,,WAS,L 7-12,391,69,5.67,53,4.04,2,32:12,2:51,2022,2022_06_CHI_WAS
DAL,2022-09-26,391,Mon,3,3,@,NYG,W 23-16,391,61,6.41,67,5.01,0,32:42,3:11,2022,2022_03_DAL_NYG
TAM,2021-12-26,391,Sun,15,16,@,CAR,W 32-6,391,62,6.31,67,4.07,0,33:24,3:09,2021,2021_16_TAM_CAR
PIT,2021-10-10,391,Sun,5,5,,DEN,W 27-19,391,61,6.41,58,6.45,1,33:02,3:04,2021,2021_05_PIT_DEN
NYG,2021-09-16,391,Thu,2,2,@,WAS,L 29-30,391,64,6.11,69,5.90,0,31:44,3:19,2021,2021_02_NYG_WAS
CHI,2020-12-27,391,Sun,15,16,@,JAX,W 41-17,391,70,5.59,54,5.17,1,33:00,2:57,2020,2020_16_CHI_JAX
DEN,2019-12-08,391,Sun,13,14,@,HOU,W 38-24,391,55,7.11,75,5.52,1,31:25,3:12,2019,2019_14_DEN_HOU
IND,2019-12-01,391,Sun,12,13,,TEN,L 17-31,391,67,5.84,58,5.03,3,32:31,3:07,2019,2019_13_IND_TEN
HOU,2019-10-20,391,Sun,7,7,@,IND,L 23-30,391,61,6.41,67,5.72,2,27:08,3:10,2019,2019_07_HOU_IND
SFO,2018-12-30,391,Sun,16,17,@,LAR,L 32-48,391,58,6.74,71,5.31,4,28:10,3:15,2018,2018_17_SFO_LAR
NYJ,2017-11-26,391,Sun,11,12,,CAR,L 27-35,391,65,6.02,64,4.67,1,28:10,3:25,2017,2017_12_NYJ_CAR
CHI,2022-10-24,390,Mon,7,7,@,NWE,W 33-14,390,70,5.57,48,5.42,1,37:14,2:55,2022,2022_07_CHI_NWE
WAS,2022-09-11,390,Sun,1,1,,JAX,W 28-22,390,70,5.57,62,6.18,3,33:33,3:19,2022,2022_01_WAS_JAX
KAN,2022-01-08,390,Sat,17,18,@,DEN,W 28-24,390,74,5.27,54,6.74,0,33:04,2:59,2021,2021_18_KAN_DEN
ARI,2020-12-13,390,Sun,13,14,@,NYG,W 26-7,390,79,4.94,49,3.24,0,37:53,3:07,2020,2020_14_ARI_NYG
JAX,2020-12-06,390,Sun,12,13,@,MIN,L 24-27 (OT),390,69,5.65,85,4.94,4,30:38,3:39,2020,2020_13_JAX_MIN
SFO,2020-10-18,390,Sun,6,6,,LAR,W 24-16,390,70,5.57,57,5.46,0,37:55,3:04,2020,2020_06_SFO_LAR
LAC,2019-09-29,390,Sun,4,4,@,MIA,W 30-10,390,65,6.00,47,4.96,0,37:36,2:52,2019,2019_04_LAC_MIA
NWE,2018-12-23,390,Sun,15,16,,BUF,W 24-12,390,73,5.34,59,4.90,3,35:38,3:01,2018,2018_16_NWE_BUF
TEN,2018-10-21,390,Sun,7,7,@,LAC,L 19-20,390,67,5.82,44,7.82,1,35:23,2:54,2018,2018_07_TEN_LAC
TEN,2017-09-17,390,Sun,2,2,@,JAX,W 37-16,390,64,6.09,61,5.08,1,30:46,3:02,2017,2017_02_TEN_JAX
GNB,2022-11-06,389,Sun,9,9,@,DET,L 9-15,389,69,5.64,57,4.46,3,34:42,3:07,2022,2022_09_GNB_DET
SFO,2021-12-23,389,Thu,15,16,@,TEN,L 17-20,389,58,6.71,58,4.79,2,30:31,3:50,2021,2021_16_SFO_TEN
BAL,2021-12-12,389,Sun,13,14,@,CLE,L 22-24,389,69,5.64,61,4.75,2,26:10,3:09,2021,2021_14_BAL_CLE
IND,2021-12-05,389,Sun,13,13,@,HOU,W 31-0,389,71,5.48,50,2.82,1,41:35,2:55,2021,2021_13_IND_HOU
SEA,2021-09-26,389,Sun,3,3,@,MIN,L 17-30,389,52,7.48,73,6.21,0,24:07,2:57,2021,2021_03_SEA_MIN
CHI,2020-12-06,389,Sun,12,13,,DET,L 30-34,389,67,5.81,66,6.97,1,32:18,4:06,2020,2020_13_CHI_DET
LAR,2020-11-15,389,Sun,9,10,,SEA,W 23-16,389,69,5.64,65,5.12,1,33:36,3:04,2020,2020_10_LAR_SEA
MIA,2019-12-29,389,Sun,16,17,@,NWE,W 27-24,389,68,5.72,57,6.18,0,33:51,3:01,2019,2019_17_MIA_NWE
IND,2019-11-17,389,Sun,10,11,,JAX,W 33-13,389,63,6.17,58,5.31,2,33:52,3:00,2019,2019_11_IND_JAX
JAX,2019-10-27,389,Sun,8,8,,NYJ,W 29-15,389,70,5.56,52,4.10,1,33:21,3:15,2019,2019_08_JAX_NYJ
TAM,2019-10-27,389,Sun,7,8,@,TEN,L 23-27,389,76,5.12,57,4.32,4,31:34,3:22,2019,2019_08_TAM_TEN
NYG,2019-09-29,389,Sun,4,4,,WAS,W 24-3,389,68,5.72,48,3.67,4,36:09,2:52,2019,2019_04_NYG_WAS
SFO,2018-12-09,389,Sun,13,14,,DEN,W 20-14,389,66,5.89,71,3.86,1,30:41,3:19,2018,2018_14_SFO_DEN
NOR,2018-09-30,389,Sun,4,4,@,NYG,W 33-18,389,67,5.81,59,5.07,0,31:00,3:02,2018,2018_04_NOR_NYG
NWE,2018-09-09,389,Sun,1,1,,HOU,W 27-20,389,72,5.40,71,4.58,3,31:10,3:12,2018,2018_01_NWE_HOU
JAX,2017-10-15,389,Sun,6,6,,LAR,L 17-27,389,66,5.89,56,4.45,1,31:59,3:06,2017,2017_06_JAX_LAR
ATL,2017-10-01,389,Sun,4,4,,BUF,L 17-23,389,72,5.40,59,4.76,3,31:15,2:59,2017,2017_04_ATL_BUF
ARI,2017-09-17,389,Sun,2,2,@,IND,W 16-13 (OT),389,65,5.98,70,3.80,1,28:49,3:16,2017,2017_02_ARI_IND
LAR,2022-12-25,388,Sun,15,16,,DEN,W 51-14,388,64,6.06,61,5.30,0,36:35,2:58,2022,2022_16_LAR_DEN
MIA,2021-11-21,388,Sun,11,11,@,NYJ,W 24-17,388,67,5.79,59,6.44,1,33:35,3:05,2021,2021_11_MIA_NYJ
IND,2021-10-17,388,Sun,6,6,,HOU,W 31-3,388,48,8.08,74,4.77,0,25:27,2:55,2021,2021_06_IND_HOU
DAL,2020-12-08,388,Tue,12,13,@,BAL,L 17-34,388,77,5.04,54,7.43,1,32:26,2:58,2020,2020_13_DAL_BAL
DET,2020-11-26,388,Thu,11,12,,HOU,L 25-41,388,76,5.11,50,7.68,3,33:44,3:14,2020,2020_12_DET_HOU
ATL,2020-10-25,388,Sun,7,7,,DET,L 22-23,388,70,5.54,59,6.54,1,30:45,3:09,2020,2020_07_ATL_DET
CAR,2020-09-13,388,Sun,1,1,,LVR,L 30-34,388,65,5.97,61,6.10,0,28:48,3:00,2020,2020_01_CAR_LVR
GNB,2019-11-10,388,Sun,10,10,,CAR,W 24-16,388,58,6.69,69,5.81,0,31:22,3:17,2019,2019_10_GNB_CAR
SFO,2019-10-27,388,Sun,7,8,,CAR,W 51-13,388,63,6.16,63,3.65,1,33:01,3:04,2019,2019_08_SFO_CAR
HOU,2019-10-27,388,Sun,8,8,,OAK,W 27-24,388,74,5.24,53,7.13,0,35:53,3:08,2019,2019_08_HOU_OAK
CHI,2019-10-27,388,Sun,7,8,,LAC,L 16-17,388,77,5.04,42,5.50,2,38:00,2:56,2019,2019_08_CHI_LAC
BUF,2019-09-15,388,Sun,2,2,@,NYG,W 28-14,388,67,5.79,66,5.61,0,32:38,3:11,2019,2019_02_BUF_NYG
CLE,2018-11-04,388,Sun,9,9,,KAN,L 21-37,388,70,5.54,58,8.60,1,30:51,3:06,2018,2018_09_CLE_KAN
SFO,2017-12-03,388,Sun,12,13,@,CHI,W 15-14,388,73,5.32,36,4.08,1,38:47,2:52,2017,2017_13_SFO_CHI
CIN,2017-10-08,388,Sun,5,5,,BUF,W 20-16,388,64,6.06,67,3.30,3,30:01,3:00,2017,2017_05_CIN_BUF
WAS,2022-12-18,387,Sun,14,15,,NYG,L 12-20,387,58,6.67,62,4.65,2,29:30,3:07,2022,2022_15_WAS_NYG
SFO,2022-11-21,387,Mon,10,11,@,ARI,W 38-10,387,57,6.79,71,4.42,0,29:09,2:59,2022,2022_11_SFO_ARI
HOU,2022-11-13,387,Sun,9,10,@,NYG,L 16-24,387,60,6.45,67,5.48,2,26:40,3:12,2022,2022_10_HOU_NYG
SFO,2022-11-13,387,Sun,9,10,,LAC,W 22-16,387,70,5.53,56,4.25,1,36:59,2:59,2022,2022_10_SFO_LAC
NYJ,2022-10-30,387,Sun,8,8,,NWE,L 17-22,387,58,6.67,75,3.84,3,24:26,3:01,2022,2022_08_NYJ_NWE
KAN,2022-10-16,387,Sun,6,6,,BUF,L 20-24,387,61,6.34,72,6.15,2,28:32,3:10,2022,2022_06_KAN_BUF
PIT,2021-11-14,387,Sun,9,10,,DET,T 16-16 (OT),387,81,4.78,68,4.50,3,36:48,3:40,2021,2021_10_PIT_DET
BAL,2021-09-26,387,Sun,3,3,@,DET,W 19-17,387,57,6.79,60,4.75,1,27:27,3:07,2021,2021_03_BAL_DET
MIN,2020-11-29,387,Sun,11,12,,CAR,W 28-27,387,71,5.45,64,5.84,3,31:13,3:20,2020,2020_12_MIN_CAR
PIT,2020-09-27,387,Sun,3,3,,HOU,W 28-21,387,76,5.09,47,5.53,0,36:51,2:57,2020,2020_03_PIT_HOU
ARI,2019-09-08,387,Sun,1,1,,DET,T 27-27 (OT),387,82,4.72,80,5.96,1,30:37,3:58,2019,2019_01_ARI_DET
CAR,2018-11-18,387,Sun,10,11,@,DET,L 19-20,387,57,6.79,64,4.83,1,28:20,2:57,2018,2018_11_CAR_DET
NWE,2018-10-29,387,Mon,8,8,@,BUF,W 25-6,387,72,5.38,63,5.29,0,31:50,3:14,2018,2018_08_NWE_BUF
CAR,2017-12-17,387,Sun,14,15,,GNB,W 31-24,387,70,5.53,67,5.73,0,33:57,3:14,2017,2017_15_CAR_GNB
NOR,2017-10-29,387,Sun,7,8,,CHI,W 20-12,387,60,6.45,65,4.72,2,31:23,3:08,2017,2017_08_NOR_CHI
BAL,2023-01-08,386,Sun,17,18,@,CIN,L 16-27,386,75,5.15,64,4.02,4,28:41,3:22,2022,2022_18_BAL_CIN
LAC,2022-12-04,386,Sun,12,13,@,LVR,L 20-27,386,74,5.22,59,6.85,1,30:44,3:07,2022,2022_13_LAC_LVR
ATL,2022-09-25,386,Sun,3,3,@,SEA,W 27-23,386,54,7.15,69,6.09,2,28:14,2:53,2022,2022_03_ATL_SEA
DET,2022-09-11,386,Sun,1,1,,PHI,L 35-38,386,66,5.85,72,6.32,1,28:26,3:15,2022,2022_01_DET_PHI
PHI,2021-11-14,386,Sun,10,10,@,DEN,W 30-13,386,64,6.03,55,5.60,1,34:58,3:01,2021,2021_10_PHI_DEN
LAR,2021-09-12,386,Sun,1,1,,CHI,W 34-14,386,50,7.72,69,4.67,0,24:46,2:48,2021,2021_01_LAR_CHI
WAS,2020-12-27,386,Sun,15,16,,CAR,L 13-20,386,69,5.59,67,4.18,4,24:24,3:01,2020,2020_16_WAS_CAR
NYG,2020-11-29,386,Sun,11,12,@,CIN,W 19-17,386,80,4.83,46,3.37,1,37:26,2:58,2020,2020_12_NYG_CIN
DET,2020-10-25,386,Sun,6,7,@,ATL,W 23-22,386,59,6.54,70,5.54,0,29:15,3:09,2020,2020_07_DET_ATL
HOU,2020-10-04,386,Sun,4,4,,MIN,L 23-31,386,62,6.23,65,6.31,1,23:29,3:00,2020,2020_04_HOU_MIN
PHI,2019-12-01,386,Sun,12,13,@,MIA,L 31-37,386,67,5.76,63,6.49,1,28:42,3:27,2019,2019_13_PHI_MIA
OAK,2019-11-17,386,Sun,10,11,,CIN,W 17-10,386,66,5.85,58,4.24,2,35:22,3:04,2019,2019_11_OAK_CIN
CAR,2018-10-28,386,Sun,7,8,,BAL,W 36-21,386,63,6.13,64,5.08,0,34:01,3:05,2018,2018_08_CAR_BAL
WAS,2018-09-23,386,Sun,3,3,,GNB,W 31-17,386,55,7.02,66,5.15,1,29:05,3:16,2018,2018_03_WAS_GNB
WAS,2017-12-24,386,Sun,15,16,,DEN,W 27-11,386,66,5.85,71,4.65,2,29:33,3:03,2017,2017_16_WAS_DEN
ATL,2017-10-29,386,Sun,7,8,@,NYJ,W 25-20,386,62,6.23,58,4.81,2,28:19,3:02,2017,2017_08_ATL_NYJ
CLE,2017-09-17,386,Sun,2,2,@,BAL,L 10-24,386,66,5.85,68,4.96,5,26:36,3:17,2017,2017_02_CLE_BAL
DAL,2022-12-04,385,Sun,12,13,,IND,W 54-19,385,65,5.92,70,4.41,1,28:41,3:07,2022,2022_13_DAL_IND
WAS,2022-10-09,385,Sun,5,5,,TEN,L 17-21,385,58,6.64,62,3.89,1,27:20,3:12,2022,2022_05_WAS_TEN
LVR,2022-10-02,385,Sun,4,4,,DEN,W 32-23,385,74,5.20,48,6.23,0,34:52,3:09,2022,2022_04_LVR_DEN
NOR,2022-09-11,385,Sun,1,1,@,ATL,W 27-26,385,57,6.75,71,5.86,1,26:16,3:07,2022,2022_01_NOR_ATL
ATL,2021-01-03,385,Sun,16,17,@,TAM,L 27-44,385,71,5.42,64,7.58,2,33:12,3:05,2020,2020_17_ATL_TAM
BAL,2020-12-14,385,Mon,13,14,@,CLE,W 47-42,385,57,6.75,76,6.49,0,28:03,3:27,2020,2020_14_BAL_CLE
MIN,2020-11-16,385,Mon,9,10,@,CHI,W 19-13,385,70,5.50,50,2.98,2,35:50,2:58,2020,2020_10_MIN_CHI
CLE,2020-10-11,385,Sun,5,5,,IND,W 32-23,385,72,5.35,52,5.92,2,34:45,3:05,2020,2020_05_CLE_IND
MIN,2019-09-22,385,Sun,3,3,,OAK,W 34-14,385,59,6.53,58,5.21,0,31:32,2:49,2019,2019_03_MIN_OAK
SEA,2018-12-16,385,Sun,14,15,@,SFO,L 23-26 (OT),385,69,5.58,58,6.05,0,37:14,3:18,2018,2018_15_SEA_SFO
TEN,2018-11-11,385,Sun,9,10,,NWE,W 34-10,385,63,6.11,65,4.37,0,32:57,2:59,2018,2018_10_TEN_NWE
DEN,2018-10-01,385,Mon,4,4,,KAN,L 23-27,385,59,6.53,72,6.19,1,24:58,3:04,2018,2018_04_DEN_KAN
DEN,2018-09-16,385,Sun,2,2,,OAK,W 20-19,385,64,6.02,60,6.22,1,27:04,3:07,2018,2018_02_DEN_OAK
WAS,2017-09-17,385,Sun,2,2,@,LAR,W 27-20,385,68,5.66,49,6.78,0,36:19,3:10,2017,2017_02_WAS_LAR
JAX,2021-12-26,384,Sun,15,16,@,NYJ,L 21-26,384,71,5.41,59,6.32,1,32:18,3:08,2021,2021_16_JAX_NYJ
MIN,2021-10-10,384,Sun,5,5,,DET,W 19-17,384,64,6.00,63,4.57,2,32:06,2:55,2021,2021_05_MIN_DET
HOU,2020-11-26,384,Thu,11,12,@,DET,W 41-25,384,50,7.68,76,5.11,1,26:16,3:14,2020,2020_12_HOU_DET
MIA,2019-12-15,384,Sun,14,15,@,NYG,L 20-36,384,69,5.57,63,6.54,1,28:53,3:11,2019,2019_15_MIA_NYG
NYG,2019-09-22,384,Sun,3,3,@,TAM,W 32-31,384,60,6.40,73,6.84,2,26:48,3:20,2019,2019_03_NYG_TAM
HOU,2018-12-02,384,Sun,12,13,,CLE,W 29-13,384,74,5.19,52,8.23,0,37:35,3:02,2018,2018_13_HOU_CLE
KAN,2018-09-23,384,Sun,3,3,,SFO,W 38-27,384,68,5.65,63,6.44,0,30:01,3:16,2018,2018_03_KAN_SFO
GNB,2017-12-17,384,Sun,14,15,@,CAR,L 24-31,384,67,5.73,70,5.53,4,26:03,3:14,2017,2017_15_GNB_CAR
HOU,2017-12-03,384,Sun,12,13,@,TEN,L 13-24,384,75,5.12,50,6.88,1,33:49,3:29,2017,2017_13_HOU_TEN
JAX,2022-09-11,383,Sun,1,1,@,WAS,L 22-28,383,62,6.18,70,5.57,1,26:27,3:19,2022,2022_01_JAX_WAS
CAR,2021-09-19,383,Sun,2,2,,NOR,W 26-7,383,73,5.25,43,2.98,1,38:32,3:08,2021,2021_02_CAR_NOR
MIA,2020-12-26,383,Sat,15,16,@,LVR,W 26-25,383,63,6.08,61,6.85,0,33:01,3:05,2020,2020_16_MIA_LVR
MIA,2020-12-20,383,Sun,14,15,,NWE,W 22-12,383,70,5.47,52,5.83,1,37:26,2:57,2020,2020_15_MIA_NWE
LVR,2020-10-04,383,Sun,4,4,,BUF,L 23-30,383,69,5.55,59,5.71,2,31:42,3:12,2020,2020_04_LVR_BUF
SEA,2020-09-13,383,Sun,1,1,@,ATL,W 38-25,383,58,6.60,77,6.57,0,30:36,3:07,2020,2020_01_SEA_ATL
GNB,2019-12-23,383,Mon,15,16,@,MIN,W 23-10,383,75,5.11,53,2.62,3,37:32,3:09,2019,2019_16_GNB_MIN
IND,2019-10-20,383,Sun,6,7,,HOU,W 30-23,383,67,5.72,61,6.41,1,32:52,3:10,2019,2019_07_IND_HOU
TAM,2018-12-23,383,Sun,15,16,@,DAL,L 20-27,383,75,5.11,50,4.64,2,35:19,3:00,2018,2018_16_TAM_DAL
PHI,2017-11-19,383,Sun,10,11,@,DAL,W 37-9,383,60,6.38,63,3.57,0,29:29,2:57,2017,2017_11_PHI_DAL
ATL,2023-01-08,382,Sun,17,18,,TAM,W 30-17,382,67,5.70,54,4.11,1,34:49,2:50,2022,2022_18_ATL_TAM
NYG,2020-11-15,382,Sun,10,10,,PHI,W 27-17,382,67,5.70,63,5.49,0,31:43,3:05,2020,2020_10_NYG_PHI
MIN,2020-09-13,382,Sun,1,1,,GNB,L 34-43,382,49,7.80,76,6.87,1,18:44,3:12,2020,2020_01_MIN_GNB
CHI,2019-12-05,382,Thu,13,14,,DAL,W 31-24,382,67,5.70,73,5.59,2,32:18,3:14,2019,2019_14_CHI_DAL
NYJ,2019-10-13,382,Sun,5,6,,DAL,W 24-22,382,54,7.07,75,5.32,1,27:57,2:59,2019,2019_06_NYJ_DAL
ATL,2018-11-11,382,Sun,9,10,@,CLE,L 16-28,382,73,5.23,50,8.54,2,31:23,2:49,2018,2018_10_ATL_CLE
DET,2018-09-30,382,Sun,4,4,@,DAL,L 24-26,382,53,7.21,65,6.37,0,29:55,2:58,2018,2018_04_DET_DAL
LAC,2017-10-08,382,Sun,5,5,@,NYG,W 27-22,382,73,5.23,66,5.08,1,31:45,3:26,2017,2017_05_LAC_NYG
DET,2022-12-24,381,Sat,15,16,@,CAR,L 23-37,381,61,6.25,65,8.77,1,24:47,3:07,2022,2022_16_DET_CAR
SFO,2022-12-15,381,Thu,14,15,@,SEA,W 21-13,381,61,6.25,61,4.54,0,33:01,3:01,2022,2022_15_SFO_SEA
MIN,2022-10-30,381,Sun,7,8,,ARI,W 34-26,381,68,5.60,70,5.36,1,29:27,3:26,2022,2022_08_MIN_ARI
BAL,2022-01-09,381,Sun,17,18,,PIT,L 13-16 (OT),381,71,5.37,75,4.19,3,31:16,3:30,2021,2021_18_BAL_PIT
KAN,2021-12-26,381,Sun,15,16,,PIT,W 36-10,381,67,5.69,70,4.33,0,34:42,2:58,2021,2021_16_KAN_PIT
MIN,2021-11-14,381,Sun,9,10,@,LAC,W 27-20,381,72,5.29,55,4.60,1,36:10,3:17,2021,2021_10_MIN_LAC
TAM,2021-10-03,381,Sun,4,4,@,NWE,W 19-17,381,74,5.15,54,5.44,0,33:55,3:17,2021,2021_04_TAM_NWE
SEA,2021-09-12,381,Sun,1,1,@,IND,W 28-16,381,53,7.19,71,4.73,1,24:13,2:58,2021,2021_01_SEA_IND
CAR,2021-09-12,381,Sun,1,1,,NYJ,W 19-14,381,63,6.05,60,4.20,1,31:20,3:14,2021,2021_01_CAR_NYJ
BAL,2020-09-13,381,Sun,1,1,,CLE,W 38-6,381,58,6.57,68,4.50,1,29:58,3:01,2020,2020_01_BAL_CLE
MIA,2019-10-20,381,Sun,6,7,@,BUF,L 21-31,381,66,5.77,51,5.98,2,33:31,3:00,2019,2019_07_MIA_BUF
LAR,2019-10-20,381,Sun,7,7,@,ATL,W 37-10,381,74,5.15,53,4.23,0,37:09,3:03,2019,2019_07_LAR_ATL
NWE,2019-09-22,381,Sun,3,3,,NYJ,W 30-14,381,73,5.22,47,2.23,2,35:14,2:58,2019,2019_03_NWE_NYJ
BUF,2018-12-30,381,Sun,16,17,,MIA,W 42-17,381,60,6.35,61,3.69,1,30:18,3:02,2018,2018_17_BUF_MIA
PHI,2018-12-16,381,Sun,14,15,@,LAR,W 30-23,381,61,6.25,74,5.50,1,31:36,3:15,2018,2018_15_PHI_LAR
NWE,2018-10-21,381,Sun,7,7,@,CHI,W 38-31,381,64,5.95,77,5.88,3,29:51,3:21,2018,2018_07_NWE_CHI
PIT,2018-10-07,381,Sun,5,5,,ATL,W 41-17,381,58,6.57,70,4.63,1,29:08,3:02,2018,2018_05_PIT_ATL
NYG,2017-12-31,381,Sun,16,17,,WAS,W 18-10,381,74,5.15,56,3.52,1,31:53,2:53,2017,2017_17_NYG_WAS
PIT,2017-10-01,381,Sun,4,4,@,BAL,W 26-9,381,73,5.22,68,4.24,1,35:29,3:16,2017,2017_04_PIT_BAL
NYJ,2022-09-11,380,Sun,1,1,,BAL,L 9-24,380,79,4.81,53,5.17,2,32:30,3:03,2022,2022_01_NYJ_BAL
HOU,2021-12-12,380,Sun,13,14,,SEA,L 13-33,380,76,5.00,57,7.95,0,33:19,3:16,2021,2021_14_HOU_SEA
ATL,2021-12-05,380,Sun,12,13,,TAM,L 17-30,380,69,5.51,68,6.25,1,32:46,3:03,2021,2021_13_ATL_TAM
NYJ,2021-11-21,380,Sun,10,11,,MIA,L 17-24,380,59,6.44,67,5.79,1,26:25,3:05,2021,2021_11_NYJ_MIA
PHI,2021-11-21,380,Sun,11,11,,NOR,W 40-29,380,77,4.94,62,5.21,1,37:01,3:14,2021,2021_11_PHI_NOR
LAC,2021-10-04,380,Mon,4,4,,LVR,W 28-14,380,75,5.07,56,3.80,0,34:42,2:58,2021,2021_04_LAC_LVR
DAL,2021-09-27,380,Mon,3,3,,PHI,W 41-21,380,71,5.35,53,6.92,1,34:58,3:10,2021,2021_03_DAL_PHI
ATL,2020-09-20,380,Sun,2,2,@,DAL,L 39-40,380,72,5.28,81,7.04,0,33:48,3:34,2020,2020_02_ATL_DAL
DAL,2020-09-13,380,Sun,1,1,@,LAR,L 17-20,380,69,5.51,72,5.86,0,24:22,2:56,2020,2020_01_DAL_LAR
LAR,2019-09-15,380,Sun,2,2,,NOR,W 27-9,380,61,6.23,57,4.28,1,30:21,3:09,2019,2019_02_LAR_NOR
IND,2018-09-09,380,Sun,1,1,,CIN,L 23-34,380,77,4.94,50,6.60,2,32:48,3:04,2018,2018_01_IND_CIN
DEN,2017-09-17,380,Sun,2,2,,DAL,W 42-17,380,73,5.21,66,4.06,2,33:50,4:15,2017,2017_02_DEN_DAL
PIT,2022-11-13,379,Sun,9,10,,NOR,W 20-10,379,79,4.80,45,4.13,0,38:56,2:50,2022,2022_10_PIT_NOR
MIA,2022-11-06,379,Sun,9,9,@,CHI,W 35-32,379,53,7.15,70,5.26,0,25:14,2:59,2022,2022_09_MIA_CHI
JAX,2022-10-16,379,Sun,6,6,@,IND,L 27-34,379,59,6.42,74,5.86,1,31:11,3:04,2022,2022_06_JAX_IND
NWE,2022-01-09,379,Sun,17,18,@,MIA,L 24-33,379,59,6.42,66,4.52,3,26:24,3:03,2021,2021_18_NWE_MIA
MIA,2021-12-19,379,Sun,14,15,,NYJ,W 31-24,379,70,5.41,54,4.22,3,34:22,3:09,2021,2021_15_MIA_NYJ
CAR,2021-10-03,379,Sun,4,4,@,DAL,L 28-36,379,68,5.57,56,7.73,2,33:36,3:12,2021,2021_04_CAR_DAL
