Team,Date,Pts,Day,G#,Week,,Opp,Result,Pts,PtsO,PtDif,PC,Season,game_id
SEA,2020-11-30,23,Mon,11,12,@,PHI,W 23-17,23,17,6,40,2020,2020_12_SEA_PHI
SFO,2020-11-29,23,Sun,11,12,@,LAR,W 23-20,23,20,3,43,2020,2020_12_SFO_LAR
NWE,2020-11-15,23,Sun,9,10,,BAL,W 23-17,23,17,6,40,2020,2020_10_NWE_BAL
LAR,2020-11-15,23,Sun,9,10,,SEA,W 23-16,23,16,7,39,2020,2020_10_LAR_SEA
CAR,2020-11-15,23,Sun,10,10,,TAM,L 23-46,23,46,-23,69,2020,2020_10_CAR_TAM
NYG,2020-11-08,23,Sun,9,9,@,WAS,W 23-20,23,20,3,43,2020,2020_09_NYG_WAS
NYG,2020-11-02,23,Mon,8,8,,TAM,L 23-25,23,25,-2,48,2020,2020_08_NYG_TAM
PHI,2020-11-01,23,Sun,8,8,,DAL,W 23-9,23,9,14,32,2020,2020_08_PHI_DAL
CHI,2020-11-01,23,Sun,8,8,,NOR,L 23-26 (OT),23,26,-3,49,2020,2020_08_CHI_NOR
DET,2020-10-25,23,Sun,6,7,@,ATL,W 23-22,23,22,1,45,2020,2020_07_DET_ATL
MIN,2020-10-18,23,Sun,6,6,,ATL,L 23-40,23,40,-17,63,2020,2020_06_MIN_ATL
CHI,2020-10-18,23,Sun,6,6,@,CAR,W 23-16,23,16,7,39,2020,2020_06_CHI_CAR
CAR,2020-10-11,23,Sun,5,5,@,ATL,W 23-16,23,16,7,39,2020,2020_05_CAR_ATL
IND,2020-10-11,23,Sun,5,5,@,CLE,L 23-32,23,32,-9,55,2020,2020_05_IND_CLE
LVR,2020-10-04,23,Sun,4,4,,BUF,L 23-30,23,30,-7,53,2020,2020_04_LVR_BUF
HOU,2020-10-04,23,Sun,4,4,,MIN,L 23-31,23,31,-8,54,2020,2020_04_HOU_MIN
MIA,2020-10-04,23,Sun,4,4,,SEA,L 23-31,23,31,-8,54,2020,2020_04_MIA_SEA
ARI,2020-09-27,23,Sun,3,3,,DET,L 23-26,23,26,-3,49,2020,2020_03_ARI_DET
CIN,2020-09-27,23,Sun,3,3,@,PHI,T 23-23 (OT),23,23,0,46,2020,2020_03_CIN_PHI
PHI,2020-09-27,23,Sun,3,3,,CIN,T 23-23 (OT),23,23,0,46,2020,2020_03_PHI_CIN
KAN,2020-09-20,23,Sun,2,2,@,LAC,W 23-20 (OT),23,20,3,43,2020,2020_02_KAN_LAC
TAM,2020-09-13,23,Sun,1,1,@,NOR,L 23-34,23,34,-11,57,2020,2020_01_TAM_NOR
DET,2020-09-13,23,Sun,1,1,,CHI,L 23-27,23,27,-4,50,2020,2020_01_DET_CHI
CLE,2019-12-29,23,Sun,16,17,@,CIN,L 23-33,23,33,-10,56,2019,2019_17_CLE_CIN
GNB,2019-12-29,23,Sun,16,17,@,DET,W 23-20,23,20,3,43,2019,2019_17_GNB_DET
GNB,2019-12-23,23,Mon,15,16,@,MIN,W 23-10,23,10,13,33,2019,2019_16_GNB_MIN
HOU,2019-12-21,23,Sat,15,16,@,TAM,W 23-20,23,20,3,43,2019,2019_16_HOU_TAM
KAN,2019-12-15,23,Sun,14,15,,DEN,W 23-3,23,3,20,26,2019,2019_15_KAN_DEN
PHI,2019-12-09,23,Mon,13,14,,NYG,W 23-17 (OT),23,17,6,40,2019,2019_14_PHI_NYG
PIT,2019-12-08,23,Sun,13,14,@,ARI,W 23-17,23,17,6,40,2019,2019_14_PIT_ARI
KAN,2019-12-08,23,Sun,13,14,@,NWE,W 23-16,23,16,7,39,2019,2019_14_KAN_NWE
DEN,2019-12-01,23,Sun,12,13,,LAC,W 23-20,23,20,3,43,2019,2019_13_DEN_LAC
DEN,2019-11-17,23,Sun,10,11,@,MIN,L 23-27,23,27,-4,50,2019,2019_11_DEN_MIN
MIN,2019-11-03,23,Sun,9,9,@,KAN,L 23-26,23,26,-3,49,2019,2019_09_MIN_KAN
TAM,2019-10-27,23,Sun,7,8,@,TEN,L 23-27,23,27,-4,50,2019,2019_08_TAM_TEN
HOU,2019-10-20,23,Sun,7,7,@,IND,L 23-30,23,30,-7,53,2019,2019_07_HOU_IND
TEN,2019-10-20,23,Sun,7,7,,LAC,W 23-20,23,20,3,43,2019,2019_07_TEN_LAC
GNB,2019-10-14,23,Mon,6,6,,DET,W 23-22,23,22,1,45,2019,2019_06_GNB_DET
BAL,2019-10-13,23,Sun,6,6,,CIN,W 23-17,23,17,6,40,2019,2019_06_BAL_CIN
CIN,2019-10-06,23,Sun,5,5,,ARI,L 23-26,23,26,-3,49,2019,2019_05_CIN_ARI
PIT,2019-10-06,23,Sun,5,5,,BAL,L 23-26 (OT),23,26,-3,49,2019,2019_05_PIT_BAL
CLE,2019-09-16,23,Mon,2,2,@,NYJ,W 23-3,23,3,20,26,2019,2019_02_CLE_NYJ
BAL,2019-09-15,23,Sun,2,2,,ARI,W 23-17,23,17,6,40,2019,2019_02_BAL_ARI
LAC,2018-12-30,23,Sun,16,17,@,DEN,W 23-9,23,9,14,32,2018,2018_17_LAC_DEN
IND,2018-12-16,23,Sun,14,15,,DAL,W 23-0,23,0,23,23,2018,2018_15_IND_DAL
LAR,2018-12-16,23,Sun,14,15,,PHI,L 23-30,23,30,-7,53,2018,2018_15_LAR_PHI
SEA,2018-12-16,23,Sun,14,15,@,SFO,L 23-26 (OT),23,26,-3,49,2018,2018_15_SEA_SFO
PHI,2018-12-09,23,Sun,13,14,@,DAL,L 23-29 (OT),23,29,-6,52,2018,2018_14_PHI_DAL
BUF,2018-12-09,23,Sun,13,14,,NYJ,L 23-27,23,27,-4,50,2018,2018_14_BUF_NYJ
WAS,2018-11-22,23,Thu,11,12,@,DAL,L 23-31,23,31,-8,54,2018,2018_12_WAS_DAL
CHI,2018-11-22,23,Thu,11,12,@,DET,W 23-16,23,16,7,39,2018,2018_12_CHI_DET
OAK,2018-11-18,23,Sun,10,11,@,ARI,W 23-21,23,21,2,44,2018,2018_11_OAK_ARI
DEN,2018-11-18,23,Sun,10,11,@,LAC,W 23-22,23,22,1,45,2018,2018_11_DEN_LAC
HOU,2018-11-18,23,Sun,10,11,@,WAS,W 23-21,23,21,2,44,2018,2018_11_HOU_WAS
SFO,2018-11-12,23,Mon,10,10,,NYG,L 23-27,23,27,-4,50,2018,2018_10_SFO_NYG
PIT,2018-11-04,23,Sun,8,9,@,BAL,W 23-16,23,16,7,39,2018,2018_09_PIT_BAL
DEN,2018-10-28,23,Sun,8,8,@,KAN,L 23-30,23,30,-7,53,2018,2018_08_DEN_KAN
MIA,2018-10-25,23,Thu,8,8,@,HOU,L 23-42,23,42,-19,65,2018,2018_08_MIA_HOU
ATL,2018-10-22,23,Mon,7,7,,NYG,W 23-20,23,20,3,43,2018,2018_07_ATL_NYG
BAL,2018-10-21,23,Sun,7,7,,NOR,L 23-24,23,24,-1,47,2018,2018_07_BAL_NOR
CLE,2018-10-21,23,Sun,7,7,@,TAM,L 23-26 (OT),23,26,-3,49,2018,2018_07_CLE_TAM
WAS,2018-10-14,23,Sun,5,6,,CAR,W 23-17,23,17,6,40,2018,2018_06_WAS_CAR
LAR,2018-10-14,23,Sun,6,6,@,DEN,W 23-20,23,20,3,43,2018,2018_06_LAR_DEN
GNB,2018-10-07,23,Sun,5,5,@,DET,L 23-31,23,31,-8,54,2018,2018_05_GNB_DET
MIN,2018-10-07,23,Sun,5,5,@,PHI,W 23-21,23,21,2,44,2018,2018_05_MIN_PHI
DEN,2018-10-01,23,Mon,4,4,,KAN,L 23-27,23,27,-4,50,2018,2018_04_DEN_KAN
PHI,2018-09-30,23,Sun,4,4,@,TEN,L 23-26 (OT),23,26,-3,49,2018,2018_04_PHI_TEN
LAC,2018-09-23,23,Sun,3,3,@,LAR,L 23-35,23,35,-12,58,2018,2018_03_LAC_LAR
BAL,2018-09-13,23,Thu,2,2,@,CIN,L 23-34,23,34,-11,57,2018,2018_02_BAL_CIN
IND,2018-09-09,23,Sun,1,1,,CIN,L 23-34,23,34,-11,57,2018,2018_01_IND_CIN
CHI,2018-09-09,23,Sun,1,1,@,GNB,L 23-24,23,24,-1,47,2018,2018_01_CHI_GNB
MIN,2017-12-31,23,Sun,16,17,,CHI,W 23-10,23,10,13,33,2017,2017_17_MIN_CHI
NOR,2017-12-24,23,Sun,15,16,,ATL,W 23-13,23,13,10,36,2017,2017_16_NOR_ATL
NOR,2017-12-24,23,Sun,15,16,,ATL,W 23-13,23,13,10,36,2017,2017_16_NOR_ATL
ARI,2017-12-24,23,Sun,15,16,,NYG,W 23-0,23,0,23,23,2017,2017_16_ARI_NYG
BAL,2017-12-23,23,Sat,15,16,,IND,W 23-16,23,16,7,39,2017,2017_16_BAL_IND
TEN,2017-12-17,23,Sun,14,15,@,SFO,L 23-25,23,25,-2,48,2017,2017_15_TEN_SFO
DEN,2017-12-10,23,Sun,13,14,,NYJ,W 23-0,23,0,23,23,2017,2017_14_DEN_NYJ
PIT,2017-12-04,23,Mon,12,13,@,CIN,W 23-20,23,20,3,43,2017,2017_13_PIT_CIN
NWE,2017-12-03,23,Sun,12,13,@,BUF,W 23-3,23,3,20,26,2017,2017_13_NWE_BUF
BAL,2017-11-27,23,Mon,11,12,,HOU,W 23-16,23,16,7,39,2017,2017_12_BAL_HOU
DET,2017-11-23,23,Thu,11,12,,MIN,L 23-30,23,30,-7,53,2017,2017_12_DET_MIN
BAL,2017-11-19,23,Sun,10,11,@,GNB,W 23-0,23,0,23,23,2017,2017_11_BAL_GNB
GNB,2017-11-12,23,Sun,9,10,@,CHI,W 23-16,23,16,7,39,2017,2017_10_GNB_CHI
JAX,2017-11-05,23,Sun,8,9,,CIN,W 23-7,23,7,16,30,2017,2017_09_JAX_CIN
TEN,2017-11-05,23,Sun,8,9,,BAL,W 23-20,23,20,3,43,2017,2017_09_TEN_BAL
DEN,2017-11-05,23,Sun,8,9,@,PHI,L 23-51,23,51,-28,74,2017,2017_09_DEN_PHI
IND,2017-10-29,23,Sun,8,8,@,CIN,L 23-24,23,24,-1,47,2017,2017_08_IND_CIN
NWE,2017-10-22,23,Sun,7,7,,ATL,W 23-7,23,7,16,30,2017,2017_07_NWE_ATL
NYG,2017-10-15,23,Sun,6,6,@,DEN,W 23-10,23,10,13,33,2017,2017_06_NYG_DEN
MIN,2017-10-15,23,Sun,6,6,,GNB,W 23-10,23,10,13,33,2017,2017_06_MIN_GNB
CAR,2017-10-12,23,Thu,6,6,,PHI,L 23-28,23,28,-5,51,2017,2017_06_CAR_PHI
SFO,2017-10-08,23,Sun,5,5,@,IND,L 23-26 (OT),23,26,-3,49,2017,2017_05_SFO_IND
BUF,2017-10-01,23,Sun,4,4,@,ATL,W 23-17,23,17,6,40,2017,2017_04_BUF_ATL
NYJ,2017-10-01,23,Sun,4,4,,JAX,W 23-20 (OT),23,20,3,43,2017,2017_04_NYJ_JAX
NYG,2017-10-01,23,Sun,4,4,@,TAM,L 23-25,23,25,-2,48,2017,2017_04_NYG_TAM
CHI,2017-09-24,23,Sun,3,3,,PIT,W 23-17 (OT),23,17,6,40,2017,2017_03_CHI_PIT
GNB,2017-09-17,23,Sun,2,2,@,ATL,L 23-34,23,34,-11,57,2017,2017_02_GNB_ATL
ARI,2017-09-10,23,Sun,1,1,@,DET,L 23-35,23,35,-12,58,2017,2017_01_ARI_DET
CAR,2017-09-10,23,Sun,1,1,@,SFO,W 23-3,23,3,20,26,2017,2017_01_CAR_SFO
ATL,2017-09-10,23,Sun,1,1,@,CHI,W 23-17,23,17,6,40,2017,2017_01_ATL_CHI
PHI,2023-01-08,22,Sun,17,18,,NYG,W 22-16,22,16,6,38,2022,2022_18_PHI_NYG
CIN,2022-12-24,22,Sat,15,16,@,NWE,W 22-18,22,18,4,40,2022,2022_16_CIN_NWE
TEN,2022-12-11,22,Sun,13,14,,JAX,L 22-36,22,36,-14,58,2022,2022_14_TEN_JAX
NYG,2022-12-11,22,Sun,13,14,,PHI,L 22-48,22,48,-26,70,2022,2022_14_NYG_PHI
NYJ,2022-12-04,22,Sun,12,13,@,MIN,L 22-27,22,27,-5,49,2022,2022_13_NYJ_MIN
LVR,2022-11-20,22,Sun,10,11,@,DEN,W 22-16 (OT),22,16,6,38,2022,2022_11_LVR_DEN
SFO,2022-11-13,22,Sun,9,10,,LAC,W 22-16,22,16,6,38,2022,2022_10_SFO_LAC
NWE,2022-10-30,22,Sun,8,8,@,NYJ,W 22-17,22,17,5,39,2022,2022_08_NWE_NYJ
TAM,2022-10-27,22,Thu,8,8,,BAL,L 22-27,22,27,-5,49,2022,2022_08_TAM_BAL
DAL,2022-10-09,22,Sun,5,5,@,LAR,W 22-10,22,10,12,32,2022,2022_05_DAL_LAR
GNB,2022-10-09,22,Sun,5,5,,NYG,L 22-27,22,27,-5,49,2022,2022_05_GNB_NYG
CHI,2022-10-09,22,Sun,5,5,@,MIN,L 22-29,22,29,-7,51,2022,2022_05_CHI_MIN
LVR,2022-09-25,22,Sun,3,3,@,TEN,L 22-24,22,24,-2,46,2022,2022_03_LVR_TEN
CAR,2022-09-25,22,Sun,3,3,,NOR,W 22-14,22,14,8,36,2022,2022_03_CAR_NOR
JAX,2022-09-11,22,Sun,1,1,@,WAS,L 22-28,22,28,-6,50,2022,2022_01_JAX_WAS
WAS,2022-01-09,22,Sun,17,18,@,NYG,W 22-7,22,7,15,29,2021,2021_18_WAS_NYG
DAL,2022-01-02,22,Sun,16,17,,ARI,L 22-25,22,25,-3,47,2021,2021_17_DAL_ARI
CLE,2021-12-25,22,Sat,15,16,@,GNB,L 22-24,22,24,-2,46,2021,2021_16_CLE_GNB
IND,2021-12-25,22,Sat,15,16,@,ARI,W 22-16,22,16,6,38,2021,2021_16_IND_ARI
BAL,2021-12-12,22,Sun,13,14,@,CLE,L 22-24,22,24,-2,46,2021,2021_14_BAL_CLE
CIN,2021-12-05,22,Sun,12,13,,LAC,L 22-41,22,41,-19,63,2021,2021_13_CIN_LAC
KAN,2021-12-05,22,Sun,12,13,,DEN,W 22-9,22,9,13,31,2021,2021_13_KAN_DEN
CHI,2021-12-05,22,Sun,12,13,,ARI,L 22-33,22,33,-11,55,2021,2021_13_CHI_ARI
HOU,2021-11-21,22,Sun,10,11,@,TEN,W 22-13,22,13,9,35,2021,2021_11_HOU_TEN
MIA,2021-11-11,22,Thu,10,10,,BAL,W 22-10,22,10,12,32,2021,2021_10_MIA_BAL
CHI,2021-10-31,22,Sun,8,8,,SFO,L 22-33,22,33,-11,55,2021,2021_08_CHI_SFO
HOU,2021-10-31,22,Sun,8,8,,LAR,L 22-38,22,38,-16,60,2021,2021_08_HOU_LAR
PHI,2021-10-24,22,Sun,7,7,@,LVR,L 22-33,22,33,-11,55,2021,2021_07_PHI_LVR
PHI,2021-10-14,22,Thu,6,6,,TAM,L 22-28,22,28,-6,50,2021,2021_06_PHI_TAM
CIN,2021-10-10,22,Sun,5,5,,GNB,L 22-25 (OT),22,25,-3,47,2021,2021_05_CIN_GNB
WAS,2021-10-10,22,Sun,5,5,,NOR,L 22-33,22,33,-11,55,2021,2021_05_WAS_NOR
HOU,2021-10-10,22,Sun,5,5,,NWE,L 22-25,22,25,-3,47,2021,2021_05_HOU_NWE
PIT,2021-01-03,22,Sun,16,17,@,CLE,L 22-24,22,24,-2,46,2020,2020_17_PIT_CLE
MIA,2020-12-20,22,Sun,14,15,,NWE,W 22-12,22,12,10,34,2020,2020_15_MIA_NWE
KAN,2020-12-06,22,Sun,12,13,,DEN,W 22-16,22,16,6,38,2020,2020_13_KAN_DEN
CLE,2020-11-22,22,Sun,10,11,,PHI,W 22-17,22,17,5,39,2020,2020_11_CLE_PHI
GNB,2020-11-01,22,Sun,7,8,,MIN,L 22-28,22,28,-6,50,2020,2020_08_GNB_MIN
ATL,2020-10-25,22,Sun,7,7,,DET,L 22-23,22,23,-1,45,2020,2020_07_ATL_DET
PHI,2020-10-22,22,Thu,7,7,,NYG,W 22-21,22,21,1,43,2020,2020_07_PHI_NYG
TAM,2019-12-29,22,Sun,16,17,,ATL,L 22-28 (OT),22,28,-6,50,2019,2019_17_TAM_ATL
SFO,2019-12-15,22,Sun,14,15,,ATL,L 22-29,22,29,-7,51,2019,2019_15_SFO_ATL
NYJ,2019-12-08,22,Sun,13,14,,MIA,W 22-21,22,21,1,43,2019,2019_14_NYJ_MIA
CIN,2019-12-01,22,Sun,12,13,,NYJ,W 22-6,22,6,16,28,2019,2019_13_CIN_NYJ
NWE,2019-12-01,22,Sun,12,13,@,HOU,L 22-28,22,28,-6,50,2019,2019_13_NWE_HOU
ATL,2019-11-24,22,Sun,11,12,,TAM,L 22-35,22,35,-13,57,2019,2019_12_ATL_TAM
PHI,2019-11-03,22,Sun,9,9,,CHI,W 22-14,22,14,8,36,2019,2019_09_PHI_CHI
DET,2019-10-14,22,Mon,5,6,@,GNB,L 22-23,22,23,-1,45,2019,2019_06_DET_GNB
DAL,2019-10-13,22,Sun,6,6,@,NYJ,L 22-24,22,24,-2,46,2019,2019_06_DAL_NYJ
BAL,2018-12-22,22,Sat,15,16,@,LAC,W 22-10,22,10,12,32,2018,2018_16_BAL_LAC
NYJ,2018-12-15,22,Sat,14,15,,HOU,L 22-29,22,29,-7,51,2018,2018_15_NYJ_HOU
NYJ,2018-12-02,22,Sun,12,13,@,TEN,L 22-26,22,26,-4,48,2018,2018_13_NYJ_TEN
NYG,2018-11-25,22,Sun,11,12,@,PHI,L 22-25,22,25,-3,47,2018,2018_12_NYG_PHI
LAC,2018-11-18,22,Sun,10,11,,DEN,L 22-23,22,23,-1,45,2018,2018_11_LAC_DEN
DAL,2018-11-18,22,Sun,10,11,@,ATL,W 22-19,22,19,3,41,2018,2018_11_DAL_ATL
DET,2018-11-11,22,Sun,9,10,@,CHI,L 22-34,22,34,-12,56,2018,2018_10_DET_CHI
GNB,2018-09-30,22,Sun,4,4,,BUF,W 22-0,22,0,22,22,2018,2018_04_GNB_BUF
HOU,2018-09-23,22,Sun,3,3,,NYG,L 22-27,22,27,-5,49,2018,2018_03_HOU_NYG
ATL,2017-12-31,22,Sun,16,17,,CAR,W 22-10,22,10,12,32,2017,2017_17_ATL_CAR
IND,2017-12-31,22,Sun,16,17,,HOU,W 22-13,22,13,9,35,2017,2017_17_IND_HOU
BUF,2017-12-31,22,Sun,16,17,@,MIA,W 22-16,22,16,6,38,2017,2017_17_BUF_MIA
CAR,2017-12-24,22,Sun,15,16,,TAM,W 22-19,22,19,3,41,2017,2017_16_CAR_TAM
SEA,2017-11-09,22,Thu,9,10,@,ARI,W 22-16,22,16,6,38,2017,2017_10_SEA_ARI
IND,2017-10-16,22,Mon,6,6,@,TEN,L 22-36,22,36,-14,58,2017,2017_06_IND_TEN
NYG,2017-10-08,22,Sun,5,5,,LAC,L 22-27,22,27,-5,49,2017,2017_05_NYG_LAC
MIA,2023-01-01,21,Sun,16,17,@,NWE,L 21-23,21,23,-2,44,2022,2022_17_MIA_NWE
NOR,2022-12-18,21,Sun,14,15,,ATL,W 21-18,21,18,3,39,2022,2022_15_NOR_ATL
SFO,2022-12-15,21,Thu,14,15,@,SEA,W 21-13,21,13,8,34,2022,2022_15_SFO_SEA
PHI,2022-11-14,21,Mon,9,10,,WAS,L 21-32,21,32,-11,53,2022,2022_10_PHI_WAS
TAM,2022-11-13,21,Sun,10,10,,SEA,W 21-16,21,16,5,37,2022,2022_10_TAM_SEA
CAR,2022-11-06,21,Sun,9,9,@,CIN,L 21-42,21,42,-21,63,2022,2022_09_CAR_CIN
ARI,2022-11-06,21,Sun,9,9,,SEA,L 21-31,21,31,-10,52,2022,2022_09_ARI_SEA
DEN,2022-10-30,21,Sun,8,8,@,JAX,W 21-17,21,17,4,38,2022,2022_08_DEN_JAX
CAR,2022-10-23,21,Sun,7,7,,TAM,W 21-3,21,3,18,24,2022,2022_07_CAR_TAM
GNB,2022-10-23,21,Sun,7,7,@,WAS,L 21-23,21,23,-2,44,2022,2022_07_GNB_WAS
TAM,2022-10-09,21,Sun,5,5,,ATL,W 21-15,21,15,6,36,2022,2022_05_TAM_ATL
TEN,2022-10-09,21,Sun,5,5,@,WAS,W 21-17,21,17,4,38,2022,2022_05_TEN_WAS
JAX,2022-10-02,21,Sun,4,4,@,PHI,L 21-29,21,29,-8,50,2022,2022_04_JAX_PHI
MIA,2022-09-25,21,Sun,3,3,,BUF,W 21-19,21,19,2,40,2022,2022_03_MIA_BUF
NYG,2022-09-11,21,Sun,1,1,@,TEN,W 21-20,21,20,1,41,2022,2022_01_NYG_TEN
ARI,2022-09-11,21,Sun,1,1,,KAN,L 21-44,21,44,-23,65,2022,2022_01_ARI_KAN
CLE,2022-01-09,21,Sun,17,18,,CIN,W 21-16,21,16,5,37,2021,2021_18_CLE_CIN
JAX,2021-12-26,21,Sun,15,16,@,NYJ,L 21-26,21,26,-5,47,2021,2021_16_JAX_NYJ
NWE,2021-12-26,21,Sun,15,16,,BUF,L 21-33,21,33,-12,54,2021,2021_16_NWE_BUF
BAL,2021-12-26,21,Sun,15,16,@,CIN,L 21-41,21,41,-20,62,2021,2021_16_BAL_CIN
DAL,2021-12-19,21,Sun,14,15,@,NYG,W 21-6,21,6,15,27,2021,2021_15_DAL_NYG
NYG,2021-12-12,21,Sun,13,14,@,LAC,L 21-37,21,37,-16,58,2021,2021_14_NYG_LAC
CAR,2021-12-12,21,Sun,13,14,,ATL,L 21-29,21,29,-8,50,2021,2021_14_CAR_ATL
NYJ,2021-11-28,21,Sun,11,12,@,HOU,W 21-14,21,14,7,35,2021,2021_12_NYJ_HOU
ATL,2021-11-28,21,Sun,11,12,@,JAX,W 21-14,21,14,7,35,2021,2021_12_ATL_JAX
CAR,2021-11-21,21,Sun,11,11,,WAS,L 21-27,21,27,-6,48,2021,2021_11_CAR_WAS
NOR,2021-11-14,21,Sun,9,10,@,TEN,L 21-23,21,23,-2,44,2021,2021_10_NOR_TEN
ARI,2021-10-28,21,Thu,8,8,,GNB,L 21-24,21,24,-3,45,2021,2021_08_ARI_GNB
PHI,2021-10-10,21,Sun,5,5,@,CAR,W 21-18,21,18,3,39,2021,2021_05_PHI_CAR
SFO,2021-10-03,21,Sun,4,4,,SEA,L 21-28,21,28,-7,49,2021,2021_04_SFO_SEA
NOR,2021-10-03,21,Sun,4,4,,NYG,L 21-27 (OT),21,27,-6,48,2021,2021_04_NOR_NYG
JAX,2021-09-30,21,Thu,4,4,@,CIN,L 21-24,21,24,-3,45,2021,2021_04_JAX_CIN
PHI,2021-09-27,21,Mon,3,3,@,DAL,L 21-41,21,41,-20,62,2021,2021_03_PHI_DAL
WAS,2021-09-26,21,Sun,3,3,@,BUF,L 21-43,21,43,-22,64,2021,2021_03_WAS_BUF
HOU,2021-09-19,21,Sun,2,2,@,CLE,L 21-31,21,31,-10,52,2021,2021_02_HOU_CLE
JAX,2021-09-12,21,Sun,1,1,@,HOU,L 21-37,21,37,-16,58,2021,2021_01_JAX_HOU
KAN,2021-01-03,21,Sun,16,17,,LAC,L 21-38,21,38,-17,59,2020,2020_17_KAN_LAC
NOR,2020-12-13,21,Sun,13,14,@,PHI,L 21-24,21,24,-3,45,2020,2020_14_NOR_PHI
NOR,2020-12-06,21,Sun,12,13,@,ATL,W 21-16,21,16,5,37,2020,2020_13_NOR_ATL
ARI,2020-11-19,21,Thu,10,11,@,SEA,L 21-28,21,28,-7,49,2020,2020_11_ARI_SEA
LAC,2020-11-15,21,Sun,9,10,@,MIA,L 21-29,21,29,-8,50,2020,2020_10_LAC_MIA
DET,2020-11-01,21,Sun,7,8,,IND,L 21-41,21,41,-20,62,2020,2020_08_DET_IND
NWE,2020-11-01,21,Sun,7,8,@,BUF,L 21-24,21,24,-3,45,2020,2020_08_NWE_BUF
NYG,2020-10-22,21,Thu,7,7,@,PHI,L 21-22,21,22,-1,43,2020,2020_07_NYG_PHI
ARI,2020-10-04,21,Sun,4,4,@,CAR,L 21-31,21,31,-10,52,2020,2020_04_ARI_CAR
HOU,2020-09-27,21,Sun,3,3,@,PIT,L 21-28,21,28,-7,49,2020,2020_03_HOU_PIT
CAR,2020-09-27,21,Sun,3,3,@,LAC,W 21-16,21,16,5,37,2020,2020_03_CAR_LAC
DET,2020-09-20,21,Sun,2,2,@,GNB,L 21-42,21,42,-21,63,2020,2020_02_DET_GNB
DEN,2020-09-20,21,Sun,2,2,@,PIT,L 21-26,21,26,-5,47,2020,2020_02_DEN_PIT
NWE,2020-09-13,21,Sun,1,1,,MIA,W 21-11,21,11,10,32,2020,2020_01_NWE_MIA
SEA,2019-12-29,21,Sun,16,17,,SFO,L 21-26,21,26,-5,47,2019,2019_17_SEA_SFO
LAC,2019-12-29,21,Sun,16,17,@,KAN,L 21-31,21,31,-10,52,2019,2019_17_LAC_KAN
CHI,2019-12-29,21,Sun,16,17,@,MIN,W 21-19,21,19,2,40,2019,2019_17_CHI_MIN
GNB,2019-12-15,21,Sun,14,15,,CHI,W 21-13,21,13,8,34,2019,2019_15_GNB_CHI
TEN,2019-12-15,21,Sun,14,15,,HOU,L 21-24,21,24,-3,45,2019,2019_15_TEN_HOU
LAR,2019-12-15,21,Sun,14,15,@,DAL,L 21-44,21,44,-23,65,2019,2019_15_LAR_DAL
NYJ,2019-12-12,21,Thu,14,15,@,BAL,L 21-42,21,42,-21,63,2019,2019_15_NYJ_BAL
MIA,2019-12-08,21,Sun,13,14,@,NYJ,L 21-22,21,22,-1,43,2019,2019_14_MIA_NYJ
OAK,2019-12-08,21,Sun,13,14,,TEN,L 21-42,21,42,-21,63,2019,2019_14_OAK_TEN
CAR,2019-12-01,21,Sun,12,13,,WAS,L 21-29,21,29,-8,50,2019,2019_13_CAR_WAS
CLE,2019-11-14,21,Thu,10,11,,PIT,W 21-7,21,7,14,28,2019,2019_11_CLE_PIT
MIA,2019-10-20,21,Sun,6,7,@,BUF,L 21-31,21,31,-10,52,2019,2019_07_MIA_BUF
NYG,2019-10-20,21,Sun,7,7,,ARI,L 21-27,21,27,-6,48,2019,2019_07_NYG_ARI
CHI,2019-10-06,21,Sun,5,5,@,OAK,L 21-24,21,24,-3,45,2019,2019_05_CHI_OAK
BUF,2019-09-22,21,Sun,3,3,,CIN,W 21-17,21,17,4,38,2019,2019_03_BUF_CIN
WAS,2019-09-15,21,Sun,2,2,,DAL,L 21-31,21,31,-10,52,2019,2019_02_WAS_DAL
GNB,2019-09-15,21,Sun,2,2,,MIN,W 21-16,21,16,5,37,2019,2019_02_GNB_MIN
SEA,2019-09-08,21,Sun,1,1,,CIN,W 21-20,21,20,1,41,2019,2019_01_SEA_CIN
SEA,2018-12-10,21,Mon,13,14,,MIN,W 21-7,21,7,14,28,2018,2018_14_SEA_MIN
HOU,2018-12-09,21,Sun,13,14,,IND,L 21-24,21,24,-3,45,2018,2018_14_HOU_IND
PIT,2018-12-09,21,Sun,13,14,@,OAK,L 21-24,21,24,-3,45,2018,2018_14_PIT_OAK
CIN,2018-12-09,21,Sun,13,14,@,LAC,L 21-26,21,26,-5,47,2018,2018_14_CIN_LAC
MIA,2018-12-02,21,Sun,12,13,,BUF,W 21-17,21,17,4,38,2018,2018_13_MIA_BUF
JAX,2018-11-25,21,Sun,11,12,@,BUF,L 21-24,21,24,-3,45,2018,2018_12_JAX_BUF
CIN,2018-11-18,21,Sun,10,11,@,BAL,L 21-24,21,24,-3,45,2018,2018_11_CIN_BAL
ARI,2018-11-18,21,Sun,10,11,,OAK,L 21-23,21,23,-2,44,2018,2018_11_ARI_OAK
WAS,2018-11-18,21,Sun,10,11,,HOU,L 21-23,21,23,-2,44,2018,2018_11_WAS_HOU
CAR,2018-11-08,21,Thu,9,10,@,PIT,L 21-52,21,52,-31,73,2018,2018_10_CAR_PIT
